lead_id,seller_id,created_at,amount,status,shipping_status,tracking_number
117,165,2025-02-26 22:14:05.611425,22.02,Confirmed,Pending,TRK202502263796
118,45,2025-05-01 08:38:40.612464,64.12,New,Pending,
119,92,2024-12-20 05:30:18.455731,82.85,Contacted,Pending,
120,54,2024-03-29 07:59:30.446628,140.73,Confirmed,Delivered,TRK202403292033
121,8,2025-02-15 09:01:09.762914,52.77,Confirmed,Shipped,TRK202502157586
122,231,2025-02-03 21:55:44.651601,100.93,Confirmed,Shipped,TRK202502034493
123,152,2024-06-12 14:16:58.447588,49.56,Confirmed,Shipped,TRK202406122978
124,8,2025-06-13 16:40:33.297019,81.97,Contacted,Pending,
125,275,2024-07-20 10:39:29.918981,52.05,Confirmed,Shipped,TRK202407207060
126,43,2025-08-13 17:33:03.691189,81.52,Contacted,Pending,
127,39,2024-06-18 16:56:01.065717,64.03,New,Pending,
128,157,2025-01-20 06:44:02.380586,80.51,Confirmed,Delivered,TRK202501201256
129,117,2024-11-16 16:54:53.751377,133.02,New,Pending,
130,236,2024-12-27 03:35:06.800659,94.42,Confirmed,Shipped,TRK202412275648
131,178,2024-01-29 10:02:37.735066,51.38,Confirmed,Shipped,TRK202401295439
132,191,2025-08-20 08:50:17.507388,49.49,Contacted,Pending,
133,169,2025-07-23 02:00:39.183980,116.71,Confirmed,Delivered,TRK202507232442
134,94,2024-02-09 04:24:13.640104,86.86,Confirmed,Pending,TRK202402094860
135,180,2025-08-28 08:56:03.169887,118.79,Cancelled,Pending,
136,51,2025-02-01 08:49:41.401132,98.49,Confirmed,Delivered,TRK202502019842
137,70,2024-12-26 04:34:51.741324,72.92,Confirmed,Delivered,TRK202412265528
138,170,2024-01-12 19:07:32.219901,149.59,Confirmed,Delivered,TRK202401128772
139,62,2024-03-22 00:22:38.325805,115.15,Confirmed,Pending,TRK202403226966
140,47,2024-08-26 03:24:43.329912,22.08,Contacted,Pending,
141,220,2024-03-17 23:23:24.722513,71.86,New,Pending,
142,76,2025-03-06 15:49:36.997088,66.22,Cancelled,Pending,
143,146,2024-08-14 02:44:33.923184,14.58,Confirmed,Shipped,TRK202408144855
144,169,2024-03-20 14:01:40.670559,109.95,Confirmed,Shipped,TRK202403204256
145,238,2025-02-25 19:47:50.095988,15.5,Confirmed,Shipped,TRK202502252804
146,128,2024-09-21 02:21:50.473759,59.43,Contacted,Pending,
147,183,2024-06-02 12:09:49.781862,24.84,Confirmed,Shipped,TRK202406028716
148,218,2025-08-04 12:05:46.784351,87.71,Confirmed,Shipped,TRK202508048454
149,153,2025-04-19 19:32:09.189552,73.96,Contacted,Pending,
150,28,2024-11-16 02:03:08.224832,23.13,Confirmed,Returned,TRK202411164313
151,252,2024-12-27 09:15:23.846624,72.31,Confirmed,Pending,TRK202412273236
152,293,2025-09-07 18:44:10.127942,138.51,Confirmed,Shipped,TRK202509076629
153,298,2024-06-27 22:15:27.135460,17.76,Confirmed,Delivered,TRK202406273784
154,218,2024-11-29 09:11:39.646101,74.49,Confirmed,Pending,TRK202411299548
155,129,2025-04-26 17:42:01.650538,129.41,Confirmed,Returned,TRK202504268757
156,127,2024-11-24 06:11:53.738334,74.68,Confirmed,Shipped,TRK202411248014
157,17,2025-02-20 06:15:54.486590,132.86,Contacted,Pending,
158,296,2025-05-22 03:47:49.937214,70.24,Contacted,Pending,
159,119,2025-02-08 17:54:50.576972,48.11,Cancelled,Pending,
160,135,2025-09-25 13:06:09.234326,58.25,Confirmed,Shipped,TRK202509251724
161,252,2024-06-07 00:08:53.341865,120.4,Confirmed,Shipped,TRK202406077974
162,51,2024-06-11 05:19:23.683186,25.66,Confirmed,Shipped,TRK202406112605
163,25,2025-07-05 03:48:56.349219,59.15,New,Pending,
164,273,2024-08-01 00:08:42.253093,66.62,Confirmed,Shipped,TRK202408014571
165,16,2024-09-30 12:39:07.996276,133.14,Contacted,Pending,
166,154,2025-02-14 05:42:55.567142,91.43,New,Pending,
167,139,2025-01-12 05:58:00.041115,20.58,Confirmed,Delivered,TRK202501121399
168,122,2025-06-17 23:04:30.100572,41.59,Confirmed,Shipped,TRK202506177641
169,102,2025-07-10 00:09:30.030021,112.12,Confirmed,Delivered,TRK202507101022
170,121,2024-11-10 03:21:37.894561,147.0,New,Pending,
171,63,2024-01-27 16:49:08.327051,63.21,Confirmed,Pending,TRK202401277977
172,200,2025-01-26 17:48:47.783803,121.91,Confirmed,Delivered,TRK202501264393
173,112,2025-07-29 20:19:06.667034,57.87,New,Pending,
174,60,2024-07-19 03:47:18.425034,12.6,Confirmed,Pending,TRK202407196963
175,281,2025-08-20 16:17:48.522251,38.05,Contacted,Pending,
176,172,2024-10-14 00:32:08.483325,37.44,New,Pending,
177,91,2024-10-23 15:06:32.753923,67.87,Confirmed,Shipped,TRK202410234354
178,208,2025-01-24 18:18:29.161011,16.68,Contacted,Pending,
179,30,2024-12-25 16:39:20.000963,64.66,Confirmed,Delivered,TRK202412254437
180,119,2025-07-05 00:32:58.981513,50.22,Confirmed,Shipped,TRK202507055380
181,48,2025-06-02 05:09:55.277474,106.84,Contacted,Pending,
182,172,2024-10-06 00:32:08.483325,44.51,Confirmed,Shipped,TRK202410063010
183,44,2024-03-24 11:20:30.034854,99.35,Confirmed,Shipped,TRK202403245788
184,181,2024-04-22 05:09:03.705163,137.35,Confirmed,Returned,TRK202404222075
185,141,2024-02-02 08:09:45.959435,121.93,New,Pending,
186,118,2024-12-23 15:25:06.582519,99.86,Contacted,Pending,
187,8,2024-11-21 06:33:19.774107,128.52,Cancelled,Pending,
188,13,2025-08-19 12:55:17.294061,108.92,Contacted,Pending,
189,76,2025-05-24 17:12:34.212497,13.5,Confirmed,Shipped,TRK202505241371
190,125,2025-06-13 05:02:33.884569,69.73,Cancelled,Pending,
191,300,2024-05-08 00:04:14.504668,55.41,Confirmed,Delivered,TRK202405085776
192,252,2024-12-07 10:50:04.795158,101.3,Confirmed,Shipped,TRK202412079513
193,62,2024-03-30 00:22:38.325805,34.85,Confirmed,Delivered,TRK202403306346
194,253,2024-12-02 12:23:39.149582,17.42,Confirmed,Shipped,TRK202412025982
195,58,2025-04-15 05:12:32.296194,35.64,Contacted,Pending,
196,28,2025-01-25 13:47:18.984505,79.71,Confirmed,Shipped,TRK202501251775
197,231,2025-01-25 21:55:44.651601,77.1,Confirmed,Shipped,TRK202501253634
198,201,2024-01-18 04:48:10.221231,21.32,Contacted,Pending,
199,139,2024-06-15 02:58:43.759167,131.0,Confirmed,Delivered,TRK202406153514
200,194,2024-06-01 00:19:13.545560,15.04,New,Pending,
201,221,2024-10-24 16:04:05.941274,102.12,Confirmed,Shipped,TRK202410244361
202,167,2025-08-16 20:31:44.514709,106.23,Confirmed,Returned,TRK202508163423
203,130,2024-06-14 07:42:35.182730,135.27,Cancelled,Pending,
204,10,2024-04-28 02:31:43.302191,67.8,Cancelled,Pending,
205,102,2025-07-14 00:09:30.030021,74.7,Confirmed,Returned,TRK202507146246
206,82,2024-06-26 10:26:39.321254,83.7,Cancelled,Pending,
207,160,2025-09-21 07:01:40.954748,56.95,Confirmed,Delivered,TRK202509218764
208,300,2024-11-14 20:37:10.426542,104.36,Cancelled,Pending,
209,188,2024-08-28 23:38:46.389098,23.34,Cancelled,Pending,
210,263,2025-02-19 10:37:13.652458,31.33,Confirmed,Returned,TRK202502196549
211,155,2025-01-27 11:28:02.492696,130.33,Cancelled,Pending,
212,104,2025-09-19 17:53:37.047384,12.8,Contacted,Pending,
213,28,2024-04-27 22:51:33.159861,28.34,New,Pending,
214,214,2024-01-11 03:13:06.723662,128.4,Confirmed,Pending,TRK202401111901
215,61,2025-01-11 15:38:50.062021,136.01,Confirmed,Shipped,TRK202501115553
216,218,2025-08-05 12:05:46.784351,94.57,Confirmed,Shipped,TRK202508052431
217,270,2024-07-27 07:15:05.590582,124.5,Confirmed,Shipped,TRK202407279381
218,227,2025-09-26 18:02:03.529765,54.97,Cancelled,Pending,
219,164,2024-01-15 16:10:40.480530,61.21,Confirmed,Shipped,TRK202401157326
220,53,2024-04-11 08:05:02.058286,144.51,Confirmed,Shipped,TRK202404118300
221,262,2024-03-17 18:37:12.050718,103.31,New,Pending,
222,219,2024-08-20 02:32:50.103085,70.78,Confirmed,Returned,TRK202408208249
223,107,2025-01-11 17:05:52.103320,148.9,Confirmed,Shipped,TRK202501112410
224,112,2024-09-19 08:15:06.816266,106.34,Confirmed,Delivered,TRK202409196495
225,233,2025-06-27 03:25:27.879896,68.93,Confirmed,Pending,TRK202506277708
226,34,2024-06-06 05:35:47.414901,41.74,Confirmed,Shipped,TRK202406063243
227,284,2024-05-22 20:51:49.613401,44.07,Contacted,Pending,
228,184,2024-05-05 17:17:30.847297,29.53,Confirmed,Shipped,TRK202405058593
229,3,2024-04-18 11:50:18.372709,51.86,Contacted,Pending,
230,171,2025-03-31 00:21:12.226149,148.98,Contacted,Pending,
231,80,2024-10-23 08:03:58.736598,77.77,Confirmed,Shipped,TRK202410235009
232,29,2024-03-28 19:27:25.249992,77.95,Confirmed,Returned,TRK202403286927
233,221,2024-06-30 15:50:57.372788,94.72,Confirmed,Shipped,TRK202406308799
234,248,2024-12-20 09:03:57.419173,132.56,Confirmed,Shipped,TRK202412201287
235,52,2024-03-10 01:13:09.225760,72.87,Contacted,Pending,
236,253,2024-11-26 12:23:39.149582,19.66,Confirmed,Delivered,TRK202411266855
237,229,2024-04-09 20:42:28.162911,80.04,Confirmed,Delivered,TRK202404096832
238,63,2024-10-27 20:56:10.054387,33.41,Confirmed,Returned,TRK202410279419
239,79,2025-02-06 16:19:52.773737,139.6,Confirmed,Shipped,TRK202502063738
240,128,2024-09-28 02:21:50.473759,116.24,Confirmed,Delivered,TRK202409285932
241,191,2025-03-07 06:49:16.072446,49.42,New,Pending,
242,286,2024-11-05 20:13:58.836222,33.17,New,Pending,
243,184,2024-05-07 17:17:30.847297,38.0,Confirmed,Shipped,TRK202405073671
244,74,2025-04-09 17:05:32.616769,23.98,Confirmed,Delivered,TRK202504099612
245,183,2024-01-29 21:07:44.577932,129.43,Confirmed,Delivered,TRK202401292867
246,262,2025-01-07 20:31:12.089492,74.51,Contacted,Pending,
247,62,2024-04-15 01:46:16.840700,16.63,Confirmed,Shipped,TRK202404156940
248,83,2025-05-30 18:40:54.293947,50.66,Confirmed,Shipped,TRK202505306604
249,258,2024-09-14 23:34:59.425911,16.63,New,Pending,
250,173,2024-11-17 21:57:01.394438,55.61,Contacted,Pending,
251,18,2025-02-27 07:03:23.193947,27.69,Contacted,Pending,
252,249,2025-02-03 20:10:26.895536,30.22,Contacted,Pending,
253,77,2024-01-24 19:55:11.341071,13.04,Confirmed,Delivered,TRK202401242830
254,52,2024-06-03 01:17:34.248923,146.53,Confirmed,Pending,TRK202406032766
255,177,2025-04-04 09:06:48.673233,55.99,Confirmed,Shipped,TRK202504045145
256,20,2025-05-07 22:53:55.786921,62.6,Confirmed,Delivered,TRK202505073028
257,113,2025-06-03 20:01:57.496198,43.78,Contacted,Pending,
258,181,2025-07-18 03:04:36.933583,18.04,Contacted,Pending,
259,132,2024-11-02 22:18:53.604454,123.44,Contacted,Pending,
260,262,2025-02-15 01:50:32.044638,88.87,Contacted,Pending,
261,300,2024-05-06 00:04:14.504668,55.23,Contacted,Pending,
262,45,2025-06-01 06:52:56.238881,149.07,Contacted,Pending,
263,243,2024-01-09 10:57:06.079809,126.26,Confirmed,Pending,TRK202401091229
264,101,2025-01-28 07:12:47.168113,114.69,Cancelled,Pending,
265,126,2024-08-20 12:35:48.615474,113.73,New,Pending,
266,73,2024-10-11 12:48:45.735416,69.06,Cancelled,Pending,
267,204,2024-10-25 19:41:59.214529,34.21,Confirmed,Shipped,TRK202410254033
268,134,2025-04-27 05:09:08.127633,65.51,Contacted,Pending,
269,63,2024-08-25 01:24:30.604850,133.63,Confirmed,Shipped,TRK202408257677
270,142,2025-02-19 09:14:50.941988,11.58,Contacted,Pending,
271,174,2024-02-14 16:23:32.913392,98.17,Confirmed,Shipped,TRK202402145723
272,175,2024-02-13 02:03:43.695643,48.22,New,Pending,
273,60,2025-03-15 14:28:18.588930,35.96,Contacted,Pending,
274,238,2025-07-23 17:32:29.706016,146.31,Confirmed,Delivered,TRK202507234700
275,160,2025-09-06 17:47:32.973791,15.69,Confirmed,Shipped,TRK202509068011
276,267,2025-02-05 07:36:55.057268,60.29,Confirmed,Delivered,TRK202502057020
277,20,2025-05-13 22:53:55.786921,48.56,Confirmed,Shipped,TRK202505139563
278,230,2024-06-21 11:12:53.190109,116.12,Contacted,Pending,
279,73,2025-07-03 22:47:00.533219,104.44,Cancelled,Pending,
280,239,2025-01-07 07:01:12.117261,121.81,Confirmed,Shipped,TRK202501076959
281,255,2024-08-11 14:31:52.752423,95.15,Confirmed,Shipped,TRK202408117623
282,180,2025-02-22 23:49:31.591396,97.14,Confirmed,Shipped,TRK202502225472
283,160,2025-05-22 09:40:22.468495,32.01,Confirmed,Delivered,TRK202505227557
284,265,2025-07-19 14:06:46.760752,72.94,Cancelled,Pending,
285,79,2025-04-07 16:18:40.753744,30.51,Confirmed,Shipped,TRK202504078448
286,78,2025-08-19 00:16:35.822703,139.51,Confirmed,Shipped,TRK202508193205
287,153,2024-04-15 09:55:20.863055,42.57,Confirmed,Shipped,TRK202404151438
288,282,2025-05-12 08:23:49.616834,73.07,Confirmed,Delivered,TRK202505123502
289,152,2025-01-11 14:07:12.250457,141.81,New,Pending,
290,211,2025-07-19 18:28:08.304803,123.32,Confirmed,Delivered,TRK202507194308
291,148,2024-04-03 12:59:01.395232,69.89,Confirmed,Shipped,TRK202404036629
292,205,2024-10-19 01:10:16.462988,143.65,Confirmed,Pending,TRK202410191517
293,76,2024-04-15 09:43:06.681091,127.95,Confirmed,Shipped,TRK202404158374
294,24,2025-05-22 18:50:31.014317,102.98,Confirmed,Shipped,TRK202505228531
295,260,2024-06-23 05:22:28.138926,82.94,Confirmed,Delivered,TRK202406235965
296,95,2024-03-28 06:23:49.228997,141.23,Contacted,Pending,
297,23,2025-04-09 15:06:34.870305,29.38,Confirmed,Shipped,TRK202504092792
298,26,2024-03-10 03:35:51.125378,87.61,Confirmed,Delivered,TRK202403108697
299,48,2024-05-22 15:20:23.399752,55.82,Confirmed,Shipped,TRK202405229105
300,60,2025-03-23 02:22:11.917632,139.82,Confirmed,Shipped,TRK202503235660
301,77,2024-02-22 00:54:41.085396,65.02,Confirmed,Shipped,TRK202402227003
302,23,2025-04-04 08:56:53.450387,122.97,New,Pending,
303,135,2024-08-13 13:52:18.841183,49.94,Confirmed,Pending,TRK202408136654
304,39,2024-09-07 20:07:31.353683,25.05,Confirmed,Pending,TRK202409075001
305,191,2025-03-05 06:49:16.072446,54.98,Confirmed,Returned,TRK202503052073
306,138,2024-05-08 15:19:53.289448,131.71,Contacted,Pending,
307,271,2024-12-02 00:19:53.653038,84.8,Confirmed,Shipped,TRK202412027921
308,43,2025-08-12 17:33:03.691189,62.06,Contacted,Pending,
309,281,2025-07-28 02:14:36.225348,70.42,New,Pending,
310,93,2024-12-10 00:54:24.407763,21.47,Confirmed,Shipped,TRK202412109001
311,97,2024-03-01 00:54:43.323763,53.56,Confirmed,Shipped,TRK202403016563
312,68,2025-04-20 14:32:46.772346,35.29,Confirmed,Shipped,TRK202504209142
313,164,2024-06-16 15:45:37.785416,112.25,Confirmed,Shipped,TRK202406165708
314,30,2024-12-19 16:39:20.000963,70.77,Cancelled,Pending,
315,199,2025-04-02 00:58:10.222722,56.28,Confirmed,Returned,TRK202504022552
316,191,2025-03-04 06:49:16.072446,75.58,New,Pending,
317,254,2024-04-09 16:37:55.944299,50.48,Confirmed,Shipped,TRK202404092256
318,82,2024-06-18 10:26:39.321254,115.4,Confirmed,Shipped,TRK202406189846
319,208,2025-01-27 18:18:29.161011,96.4,Confirmed,Delivered,TRK202501278425
320,68,2025-04-28 14:32:46.772346,60.39,Contacted,Pending,
321,220,2024-03-19 23:23:24.722513,34.22,Confirmed,Shipped,TRK202403194489
322,280,2024-06-24 21:18:49.253561,91.62,Contacted,Pending,
323,29,2024-04-08 19:27:25.249992,15.13,Confirmed,Returned,TRK202404081981
324,205,2025-05-05 01:03:21.171865,60.97,Confirmed,Shipped,TRK202505055919
325,81,2025-03-07 07:41:12.973587,125.07,Confirmed,Delivered,TRK202503072055
326,282,2025-02-24 23:53:48.420223,72.3,Contacted,Pending,
327,291,2024-09-18 10:26:07.946692,14.59,Contacted,Pending,
328,200,2024-10-02 11:20:39.628386,104.29,Contacted,Pending,
329,250,2024-09-12 16:15:06.031075,88.82,Contacted,Pending,
330,19,2025-01-23 05:23:53.718841,110.54,Confirmed,Shipped,TRK202501238145
331,101,2025-01-23 07:12:47.168113,132.69,Contacted,Pending,
332,46,2024-09-10 12:06:47.175349,17.5,Contacted,Pending,
333,17,2025-01-03 13:35:41.014612,138.6,Confirmed,Shipped,TRK202501031691
334,109,2024-04-29 18:09:09.379870,39.04,Confirmed,Pending,TRK202404292375
335,102,2025-07-08 00:09:30.030021,51.44,Confirmed,Returned,TRK202507087668
336,202,2025-04-22 04:14:37.422999,107.86,Confirmed,Delivered,TRK202504227502
337,188,2025-09-27 18:48:15.480453,11.23,Confirmed,Shipped,TRK202509272833
338,76,2025-06-05 17:12:34.212497,95.54,Cancelled,Pending,
339,154,2024-11-05 06:49:18.079173,105.38,Cancelled,Pending,
340,47,2025-06-13 04:52:43.840850,139.45,Contacted,Pending,
341,201,2025-08-30 07:06:02.013341,43.33,Contacted,Pending,
342,161,2025-03-16 13:25:27.413641,101.12,Confirmed,Shipped,TRK202503167388
343,142,2024-11-22 01:41:08.695664,60.99,Confirmed,Returned,TRK202411224571
344,3,2024-04-23 11:50:18.372709,58.57,Contacted,Pending,
345,99,2024-08-17 20:45:49.463846,96.93,Contacted,Pending,
346,230,2024-07-04 11:12:53.190109,139.86,Confirmed,Delivered,TRK202407042850
347,196,2024-03-18 05:38:40.887132,73.68,Confirmed,Shipped,TRK202403185036
348,97,2024-03-26 20:08:35.156499,142.71,Confirmed,Returned,TRK202403266947
349,166,2024-04-25 02:11:13.390653,105.37,Confirmed,Pending,TRK202404251570
350,89,2025-08-18 07:15:36.029432,52.13,Confirmed,Returned,TRK202508184926
351,110,2025-06-14 22:19:56.063201,86.22,Confirmed,Returned,TRK202506146945
352,96,2024-01-06 11:34:56.121470,126.11,Confirmed,Shipped,TRK202401064872
353,236,2024-03-10 08:17:42.550966,142.79,Confirmed,Returned,TRK202403107438
354,195,2024-11-20 11:25:40.025030,107.48,Cancelled,Pending,
355,113,2024-10-17 03:16:30.153783,69.37,Contacted,Pending,
